index,emoji,category,description_eng_Latn,description_deu_Latn,description_spa_Latn,description_fra_Latn,description_jpn_Jpan,description_kor_Hang,description_por_Latn,description_ita_Latn,description_fas_Arab,description_ind_Latn,description_zho_Hans,description_rus_Cyrl,description_tur_Latn,description_ary_Latn,description_arb_Arab,is_multi_char
4448,👩🏿‍🦼,Uncategorized,woman in motorized wheelchair dark skin tone,frau in elektrischem rollstuhl dunkle hautfarbe,mujer en silla de ruedas eléctrica tono de piel oscuro,femme en fauteuil motorisé peau foncée,電動車椅子の女性 濃い肌色,전동 휠체어를 탄 여자 검은색 피부,mulher em cadeira de rodas motorizada pele escura,donna su sedia a rotelle motorizzata carnagione scura,زن در صندلی چرخ دار برقی پوست آبنوسی,wanita dengan kursi roda bermotor warna kulit gelap,坐电动轮椅的女人 较深肤色,женщина в электрическом кресле коляске очень темный тон кожи,elektrikli tekerlekli sandalyede kadın koyu cilt tonu,سيدة على كرسي متحرك كهربائي بشرة بلون غامق,سيدة على كرسي متحرك كهربائي بشرة بلون غامق,TRUE
4449,👩‍🦼‍➡️,Uncategorized,woman in motorized wheelchair facing right,frau in elektrischem rollstuhl nach rechts,mujer en silla de ruedas eléctrica hacia la derecha,femme en fauteuil motorisé vers la droite,電動車椅子の女性 右向き,오른쪽을 향한 전동 휠체어를 탄 여자,mulher em cadeira de rodas motorizada de frente para a direita,donna su sedia a rotelle motorizzata a destra,زن در صندلی چرخ دار برقی به سمت راست,wanita dengan kursi roda bermotor menghadap kanan,坐电动轮椅的女人面向右边,женщина в электрическом кресле коляске направленные вправо,sağa dönük elektrikli tekerlekli sandalyede kadın,سيدة على كرسي متحرك كهربائي متجه لليمين,سيدة على كرسي متحرك كهربائي متجه لليمين,TRUE
4450,👩‍🦼‍➡,Uncategorized,woman in motorized wheelchair facing right,frau in elektrischem rollstuhl nach rechts,mujer en silla de ruedas eléctrica hacia la derecha,femme en fauteuil motorisé vers la droite,電動車椅子の女性 右向き,오른쪽을 향한 전동 휠체어를 탄 여자,mulher em cadeira de rodas motorizada de frente para a direita,donna su sedia a rotelle motorizzata a destra,زن در صندلی چرخ دار برقی به سمت راست,wanita dengan kursi roda bermotor menghadap kanan,坐电动轮椅的女人面向右边,женщина в электрическом кресле коляске направленные вправо,sağa dönük elektrikli tekerlekli sandalyede kadın,سيدة على كرسي متحرك كهربائي متجه لليمين,سيدة على كرسي متحرك كهربائي متجه لليمين,TRUE
4451,👩🏿‍🦼‍➡️,Uncategorized,woman in motorized wheelchair facing right dark skin tone,frau in elektrischem rollstuhl nach rechts dunkle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel oscuro,femme en fauteuil motorisé vers la droite peau foncée,電動車椅子の女性 右向き 濃い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 검은색 피부,mulher em cadeira de rodas motorizada de frente para a direita pele escura,donna su sedia a rotelle motorizzata a destra carnagione scura,زن در صندلی چرخ دار برقی به سمت راستپوست آبنوسی,wanita dengan kursi roda bermotor menghadap kanan warna kulit gelap,坐电动轮椅的女人面向右边 较深肤色,женщина в электрическом кресле коляске направленные вправо очень темныи тон кожи,sağa dönük elektrikli tekerlekli sandalyede kadın koyu cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بلون غامق,سيدة على كرسي متحرك كهربائي متجه لليمين بلون غامق,TRUE
4452,👩🏿‍🦼‍➡,Uncategorized,woman in motorized wheelchair facing right dark skin tone,frau in elektrischem rollstuhl nach rechts dunkle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel oscuro,femme en fauteuil motorisé vers la droite peau foncée,電動車椅子の女性 右向き 濃い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 검은색 피부,mulher em cadeira de rodas motorizada de frente para a direita pele escura,donna su sedia a rotelle motorizzata a destra carnagione scura,زن در صندلی چرخ دار برقی به سمت راستپوست آبنوسی,wanita dengan kursi roda bermotor menghadap kanan warna kulit gelap,坐电动轮椅的女人面向右边 较深肤色,женщина в электрическом кресле коляске направленные вправо очень темныи тон кожи,sağa dönük elektrikli tekerlekli sandalyede kadın koyu cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بلون غامق,سيدة على كرسي متحرك كهربائي متجه لليمين بلون غامق,TRUE
4453,👩🏻‍🦼‍➡️,Uncategorized,woman in motorized wheelchair facing right light skin tone,frau in elektrischem rollstuhl nach rechts helle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel claro,femme en fauteuil motorisé vers la droite peau claire,電動車椅子の女性 右向き 薄い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 하얀 피부,mulher em cadeira de rodas motorizada de frente para a direita pele clara,donna su sedia a rotelle motorizzata a destra carnagione chiara,زن در صندلی چرخ دار برقی به سمت راست پوست سفید,wanita dengan kursi roda bermotor menghadap kanan warna kulit cerah,坐电动轮椅的女人面向右边 较浅肤色,женщина в электрическом кресле коляске направленные вправо светлый тон кожи,sağa dönük elektrikli tekerlekli sandalyede kadın açık cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون فاتح,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون فاتح,TRUE
4454,👩🏻‍🦼‍➡,Uncategorized,woman in motorized wheelchair facing right light skin tone,frau in elektrischem rollstuhl nach rechts helle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel claro,femme en fauteuil motorisé vers la droite peau claire,電動車椅子の女性 右向き 薄い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 하얀 피부,mulher em cadeira de rodas motorizada de frente para a direita pele clara,donna su sedia a rotelle motorizzata a destra carnagione chiara,زن در صندلی چرخ دار برقی به سمت راست پوست سفید,wanita dengan kursi roda bermotor menghadap kanan warna kulit cerah,坐电动轮椅的女人面向右边 较浅肤色,женщина в электрическом кресле коляске направленные вправо светлый тон кожи,sağa dönük elektrikli tekerlekli sandalyede kadın açık cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون فاتح,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون فاتح,TRUE
4455,👩🏾‍🦼‍➡️,Uncategorized,woman in motorized wheelchair facing right medium-dark skin tone,frau in elektrischem rollstuhl nach rechts mitteldunkle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel oscuro medio,femme en fauteuil motorisé vers la droite peau mate,電動車椅子の女性 右向き やや濃い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 진한 갈색 피부,mulher em cadeira de rodas motorizada de frente para a direita pele morena escura,donna su sedia a rotelle motorizzata a destra carnagione abbastanza scura,زن در صندلی چرخ دار برقی به سمت راست پوست گندمی,wanita dengan kursi roda bermotor menghadap kanan warna kulit gelap-sedang,坐电动轮椅的女人面向右边 中等深肤色,женщина в электрическом кресле коляске направленные вправо темный тон кожи,sağa dönük elektrikli tekerlekli sandalyede kadın orta koyu cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون معتدل,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون معتدل,TRUE
4456,👩🏾‍🦼‍➡,Uncategorized,woman in motorized wheelchair facing right medium-dark skin tone,frau in elektrischem rollstuhl nach rechts mitteldunkle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel oscuro medio,femme en fauteuil motorisé vers la droite peau mate,電動車椅子の女性 右向き やや濃い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 진한 갈색 피부,mulher em cadeira de rodas motorizada de frente para a direita pele morena escura,donna su sedia a rotelle motorizzata a destra carnagione abbastanza scura,زن در صندلی چرخ دار برقی به سمت راست پوست گندمی,wanita dengan kursi roda bermotor menghadap kanan warna kulit gelap-sedang,坐电动轮椅的女人面向右边 中等深肤色,женщина в электрическом кресле коляске направленные вправо темный тон кожи,sağa dönük elektrikli tekerlekli sandalyede kadın orta koyu cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون معتدل,سيدة على كرسي متحرك كهربائي متجه لليمين بشرة بلون معتدل,TRUE
4457,👩🏼‍🦼‍➡️,Uncategorized,woman in motorized wheelchair facing right medium-light skin tone,frau in elektrischem rollstuhl nach rechts mittelhelle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel claro medio,femme en fauteuil motorisé vers la droite peau moyennement claire,電動車椅子の女性 右向き やや薄い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 연한 갈색 피부,mulher em cadeira de rodas motorizada de frente para a direita pele morena clara,donna su sedia a rotelle motorizzata a destra carnagione abbastanza chiara,زن در صندلی چرخ دار برقی به سمت راست پوست روشن,wanita dengan kursi roda bermotor menghadap kanan warna kulit cerah-sedang,坐电动轮椅的女人面向右边 中等浅肤色,женщина в электрическом кресле коляске направленные вправо светлыи тон кож,sağa dönük elektrikli tekerlekli sandalyede kadın orta açık cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بلون فاتح ومعتدل,سيدة على كرسي متحرك كهربائي متجه لليمين بلون فاتح ومعتدل,TRUE
4458,👩🏼‍🦼‍➡,Uncategorized,woman in motorized wheelchair facing right medium-light skin tone,frau in elektrischem rollstuhl nach rechts mittelhelle hautfarbe,mujer en silla de ruedas eléctrica hacia la derecha tono de piel claro medio,femme en fauteuil motorisé vers la droite peau moyennement claire,電動車椅子の女性 右向き やや薄い肌色,오른쪽을 향한 전동 휠체어를 탄 여자 연한 갈색 피부,mulher em cadeira de rodas motorizada de frente para a direita pele morena clara,donna su sedia a rotelle motorizzata a destra carnagione abbastanza chiara,زن در صندلی چرخ دار برقی به سمت راست پوست روشن,wanita dengan kursi roda bermotor menghadap kanan warna kulit cerah-sedang,坐电动轮椅的女人面向右边 中等浅肤色,женщина в электрическом кресле коляске направленные вправо светлыи тон кож,sağa dönük elektrikli tekerlekli sandalyede kadın orta açık cilt tonu,سيدة على كرسي متحرك كهربائي متجه لليمين بلون فاتح ومعتدل,سيدة على كرسي متحرك كهربائي متجه لليمين بلون فاتح ومعتدل,TRUE
