idx,description_eng,description_deu,description_spa,description_fra,description_jpn,description_kor,description_por,description_ita,description_fas,description_ind,description_zho,description_rus,description_tur,description_ary,description_arb
4552,woman student light skin tone,studentin helle hautfarbe,estudiante mujer tono de piel claro,étudiante peau claire,女子学生 薄い肌色,여학생 하얀 피부,aluna pele clara,studentessa carnagione chiara,دانشجوی زن پوست سفید,sarjana wanita warna kulit cerah,女学生 较浅肤色,студентка очень светлый тон кожи,kız öğrenci açık cilt tonu,طالبة بشرة بلون فاتح,طالبة بشرة بلون فاتح
4553,woman student medium-dark skin tone,studentin mitteldunkle hautfarbe,estudiante mujer tono de piel oscuro medio,étudiante peau mate,女子学生 やや濃い肌色,여학생 진한 갈색 피부,aluna pele morena escura,studentessa carnagione abbastanza scura,دانشجوی زن پوست گندمی,sarjana wanita warna kulit gelap-sedang,女学生 中等深肤色,студентка темный тон кожи,kız öğrenci orta koyu cilt tonu,طالبة بشرة بلون معتدل مائل للغامق,طالبة بشرة بلون معتدل مائل للغامق
4554,woman student medium-light skin tone,studentin mittelhelle hautfarbe,estudiante mujer tono de piel claro medio,étudiante peau moyennement claire,女子学生 やや薄い肌色,여학생 연한 갈색 피부,aluna pele morena clara,studentessa carnagione abbastanza chiara,دانشجوی زن پوست روشن,sarjana wanita warna kulit cerah-sedang,女学生 中等浅肤色,студентка светлый тон кожи,kız öğrenci orta açık cilt tonu,طالبة بشرة بلون فاتح ومعتدل,طالبة بشرة بلون فاتح ومعتدل
4555,woman student medium skin tone,studentin mittlere hautfarbe,estudiante mujer tono de piel medio,étudiante peau légèrement mate,女子学生 中間の肌色,여학생 갈색 피부,aluna pele morena,studentessa carnagione olivastra,دانشجوی زن پوست طلایی,sarjana wanita warna kulit sedang,女学生 中等肤色,студентка средний тон кожи,kız öğrenci orta cilt tonu,طالبة بشرة بلون معتدل,طالبة بشرة بلون معتدل
4556,woman superhero,heldin,superheroína,super-héroïne,女性のスーパーヒーロー,여자 히어로,super-heroína,supereroina,ابرقهرمان زن,pahlawan super wanita,女超级英雄,женщина-супергерои,kadın süper kahraman,بطلة خارقة,بطلة خارقة
4558,woman superhero dark skin tone,heldin dunkle hautfarbe,superheroína tono de piel oscuro,super-héroïne peau foncée,女性のスーパーヒーロー 濃い肌色,여자 히어로 검은색 피부,super-heroína pele escura,supereroina carnagione scura,ابرقهرمان زن پوست آبنوسی,pahlawan super wanita warna kulit gelap,女超级英雄 较深肤色,женщина-супергерои очень темныи тон кожи,kadın süper kahraman koyu cilt tonu,بطلة خارقة بشرة بلون غامق,بطلة خارقة بشرة بلون غامق
4560,woman superhero light skin tone,heldin helle hautfarbe,superheroína tono de piel claro,super-héroïne peau claire,女性のスーパーヒーロー 薄い肌色,여자 히어로 하얀 피부,super-heroína pele clara,supereroina carnagione chiara,ابرقهرمان زن پوست سفید,pahlawan super wanita warna kulit cerah,女超级英雄 较浅肤色,женщина-супергерои очень светлыи тон кожи,kadın süper kahraman açık cilt tonu,بطلة خارقة بشرة بلون فاتح,بطلة خارقة بشرة بلون فاتح
4562,woman superhero medium-dark skin tone,heldin mitteldunkle hautfarbe,superheroína tono de piel oscuro medio,super-héroïne peau mate,女性のスーパーヒーロー やや濃い肌色,여자 히어로 진한 갈색 피부,super-heroína pele morena escura,supereroina carnagione abbastanza scura,ابرقهرمان زن پوست گندمی,pahlawan super wanita warna kulit gelap-sedang,女超级英雄 中等深肤色,женщина-супергерои темныи тон кожи,kadın süper kahraman orta koyu cilt tonu,بطلة خارقة بشرة بلون معتدل مائل للغامق,بطلة خارقة بشرة بلون معتدل مائل للغامق
4564,woman superhero medium-light skin tone,heldin mittelhelle hautfarbe,superheroína tono de piel claro medio,super-héroïne peau moyennement claire,女性のスーパーヒーロー やや薄い肌色,여자 히어로 연한 갈색 피부,super-heroína pele morena clara,supereroina carnagione abbastanza chiara,ابرقهرمان زن پوست روشن,pahlawan super wanita warna kulit cerah-sedang,女超级英雄 中等浅肤色,женщина-супергерои светлыи тон кожи,kadın süper kahraman orta açık cilt tonu,بطلة خارقة بشرة بلون فاتح ومعتدل,بطلة خارقة بشرة بلون فاتح ومعتدل
4566,woman superhero medium skin tone,heldin mittlere hautfarbe,superheroína tono de piel medio,super-héroïne peau légèrement mate,女性のスーパーヒーロー 中間の肌色,여자 히어로 갈색 피부,super-heroína pele morena,supereroina carnagione olivastra,ابرقهرمان زن پوست طلایی,pahlawan super wanita warna kulit sedang,女超级英雄 中等肤色,женщина-супергерои среднии тон кожи,kadın süper kahraman orta cilt tonu,بطلة خارقة بشرة بلون معتدل,بطلة خارقة بشرة بلون معتدل
4568,woman supervillain,weiblicher bösewicht,supervillana,super-vilain femme,女性の悪役,여자 슈퍼 악당,supervilã,supercattiva,ابرشرور زن,penjahat super wanita,女超级大坏蛋,женщина-суперзлодеи,kadın süper kötü,شريرة خارقة,شريرة خارقة
4570,woman supervillain dark skin tone,weiblicher bösewicht dunkle hautfarbe,supervillana tono de piel oscuro,super-vilain femme peau foncée,女性の悪役 濃い肌色,여자 슈퍼 악당 검은색 피부,supervilã pele escura,supercattiva carnagione scura,ابرشرور زن پوست آبنوسی,penjahat super wanita warna kulit gelap,女超级大坏蛋 较深肤色,женщина-суперзлодеи очень темныи тон кожи,kadın süper kötü koyu cilt tonu,شريرة خارقة بشرة بلون غامق,شريرة خارقة بشرة بلون غامق
4572,woman supervillain light skin tone,weiblicher bösewicht helle hautfarbe,supervillana tono de piel claro,super-vilain femme peau claire,女性の悪役 薄い肌色,여자 슈퍼 악당 하얀 피부,supervilã pele clara,supercattiva carnagione chiara,ابرشرور زن پوست سفید,penjahat super wanita warna kulit cerah,女超级大坏蛋 较浅肤色,женщина-суперзлодеи очень светлыи тон кожи,kadın süper kötü açık cilt tonu,شريرة خارقة بشرة بلون فاتح,شريرة خارقة بشرة بلون فاتح
4574,woman supervillain medium-dark skin tone,weiblicher bösewicht mitteldunkle hautfarbe,supervillana tono de piel oscuro medio,super-vilain femme peau mate,女性の悪役 やや濃い肌色,여자 슈퍼 악당 진한 갈색 피부,supervilã pele morena escura,supercattiva carnagione abbastanza scura,ابرشرور زن پوست گندمی,penjahat super wanita warna kulit gelap-sedang,女超级大坏蛋 中等深肤色,женщина-суперзлодеи темныи тон кожи,kadın süper kötü orta koyu cilt tonu,شريرة خارقة بشرة بلون معتدل مائل للغامق,شريرة خارقة بشرة بلون معتدل مائل للغامق
4576,woman supervillain medium-light skin tone,weiblicher bösewicht mittelhelle hautfarbe,supervillana tono de piel claro medio,super-vilain femme peau moyennement claire,女性の悪役 やや薄い肌色,여자 슈퍼 악당 연한 갈색 피부,supervilã pele morena clara,supercattiva carnagione abbastanza chiara,ابرشرور زن پوست روشن,penjahat super wanita warna kulit cerah-sedang,女超级大坏蛋 中等浅肤色,женщина-суперзлодеи светлыи тон кожи,kadın süper kötü orta açık cilt tonu,شريرة خارقة بشرة بلون فاتح ومعتدل,شريرة خارقة بشرة بلون فاتح ومعتدل
4578,woman supervillain medium skin tone,weiblicher bösewicht mittlere hautfarbe,supervillana tono de piel medio,super-vilain femme peau légèrement mate,女性の悪役 中間の肌色,여자 슈퍼 악당 갈색 피부,supervilã pele morena,supercattiva carnagione olivastra,ابرشرور زن پوست طلایی,penjahat super wanita warna kulit sedang,女超级大坏蛋 中等肤色,женщина-суперзлодеи среднии тон кожи,kadın süper kötü orta cilt tonu,شريرة خارقة بشرة بلون معتدل,شريرة خارقة بشرة بلون معتدل
4580,woman surfing,surferin,mujer haciendo surf,surfeuse,サーフィンする女,서핑하는 여자,mulher surfista,surfista donna,موج سوار زن,wanita berselancar,女生冲浪,серфингистка,sörf yapan kadın,راكبة أمواج,راكبة أمواج
4582,woman surfing dark skin tone,surferin dunkle hautfarbe,mujer haciendo surf tono de piel oscuro,surfeuse peau foncée,サーフィンする女 濃い肌色,서핑하는 여자 검은색 피부,mulher surfista pele escura,surfista donna carnagione scura,موج سوار زن پوست آبنوسی,wanita berselancar warna kulit gelap,女生冲浪 较深肤色,серфингистка очень темныи тон кожи,sörf yapan kadın koyu cilt tonu,راكبة أمواج بشرة بلون غامق,راكبة أمواج بشرة بلون غامق
4584,woman surfing light skin tone,surferin helle hautfarbe,mujer haciendo surf tono de piel claro,surfeuse peau claire,サーフィンする女 薄い肌色,서핑하는 여자 하얀 피부,mulher surfista pele clara,surfista donna carnagione chiara,موج سوار زن پوست سفید,wanita berselancar warna kulit cerah,女生冲浪 较浅肤色,серфингистка очень светлыи тон кожи,sörf yapan kadın açık cilt tonu,راكبة أمواج بشرة بلون فاتح,راكبة أمواج بشرة بلون فاتح
4586,woman surfing medium-dark skin tone,surferin mitteldunkle hautfarbe,mujer haciendo surf tono de piel oscuro medio,surfeuse peau mate,サーフィンする女 やや濃い肌色,서핑하는 여자 진한 갈색 피부,mulher surfista pele morena escura,surfista donna carnagione abbastanza scura,موج سوار زن پوست گندمی,wanita berselancar warna kulit gelap-sedang,女生冲浪 中等深肤色,серфингистка темныи тон кожи,sörf yapan kadın orta koyu cilt tonu,راكبة أمواج بشرة بلون معتدل مائل للغامق,راكبة أمواج بشرة بلون معتدل مائل للغامق
4588,woman surfing medium-light skin tone,surferin mittelhelle hautfarbe,mujer haciendo surf tono de piel claro medio,surfeuse peau moyennement claire,サーフィンする女 やや薄い肌色,서핑하는 여자 연한 갈색 피부,mulher surfista pele morena clara,surfista donna carnagione abbastanza chiara,موج سوار زن پوست روشن,wanita berselancar warna kulit cerah-sedang,女生冲浪 中等浅肤色,серфингистка светлыи тон кожи,sörf yapan kadın orta açık cilt tonu,راكبة أمواج بشرة بلون فاتح ومعتدل,راكبة أمواج بشرة بلون فاتح ومعتدل
